,links,names,ratings,price for one,cuisine
148,https://www.zomato.com/visakhapatnam/mana-voori-pulavulu-gajuwaka-vizag/order,Mana Voori Pulavulu,3.4,₹100 for one,"North Indian, South Indian, Chinese, Biryani, Momos, Seafood, Ice Cream, Beverages"
149,https://www.zomato.com/visakhapatnam/momos-house-kurmannapalem-vizag/order,Momos House,2.8,₹100 for one,"Momos, Burger, Pizza, Sandwich"
150,https://www.zomato.com/visakhapatnam/pfc-sriharipuram-vizag/order,PFC,3.4,₹100 for one,"Fast Food, Rolls, Street Food, Shake, Beverages"
151,https://www.zomato.com/visakhapatnam/kava-fairfield-by-marriott-marripalem-vizag/order,Kava - Fairfield By Marriott,3.8,₹100 for one,"Continental, North Indian, Oriental, Andhra, Desserts"
152,https://www.zomato.com/visakhapatnam/sameeras-food-hub-kancharapalem-vizag/order,Sameera's Food Hub,3.7,₹100 for one,"South Indian, Chinese, Biryani, Rolls"
153,https://www.zomato.com/visakhapatnam/breadway-madhavadhara-vizag/order,Breadway,4.2,₹100 for one,"Bakery, Desserts, Waffle, Pancake, Fast Food, Beverages"
154,https://www.zomato.com/visakhapatnam/burger-hill-madhavadhara-vizag/order,Burger Hill,-,₹100 for one,"Burger, Fast Food, Shake, Beverages"
155,https://www.zomato.com/visakhapatnam/flamin-burgers-gajuwaka-vizag/order,Flamin' Burgers,4.2,₹100 for one,Burger
156,https://www.zomato.com/visakhapatnam/biryani-hub-kancharapalem-vizag/order,Biryani Hub,-,₹100 for one,"Biryani, Andhra, North Indian, Chinese, Seafood"
157,https://www.zomato.com/visakhapatnam/d-cake-factory-jagadamba-junction-vizag/order,D Cake Factory,4.7,₹100 for one,"Bakery, Chinese, Pizza"
158,https://www.zomato.com/visakhapatnam/deccan-biryani-limited-gajuwaka-vizag/order,Deccan Biryani Limited,3.0,₹100 for one,"Biryani, Desserts"
159,https://www.zomato.com/visakhapatnam/honey-restaurant-gajuwaka-vizag/order,Honey Restaurant,3.4,₹150 for one,"North Indian, South Indian, Chinese, Biryani"
160,https://www.zomato.com/visakhapatnam/chapati-curry-gajuwaka-vizag/order,Chapati Curry,-,₹150 for one,"Kerala, Mughlai"
161,https://www.zomato.com/visakhapatnam/the-milk-shake-bar-and-foodies-gajuwaka-vizag/order,The Milk Shake Bar And Foodies,-,₹150 for one,"Fast Food, Rolls, Street Food"
162,https://www.zomato.com/visakhapatnam/masha-allah-hyderabad-dum-biryani-madhavadhara-vizag/order,Masha Allah Hyderabad Dum Biryani,-,₹150 for one,"Biryani, Hyderabadi"
163,https://www.zomato.com/visakhapatnam/tea-dot-com-nad-junction-vizag/order,Tea Dot Com,-,₹150 for one,"Tea, Shake, Beverages"
